input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,cdn_name,content_type,tech_,cdn,webserver,csp_domains_,tls_subject_org_,final_url,tls_mismatched
certbot.topechelon.com,503 Service Temporarily Unavailable,503,162,certbot.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-14T23:59:59Z,CN=*.topechelon.com,*.topechelon.com,topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,715faa3c164a4e63ba73d66897131d40,a3328e196daf8f1948d16340003b2158943bc7b6a64928e6f287ec26ce0dec96,True,ctls,certbot.topechelon.com,443,https://certbot.topechelon.com:443,https,GET,54.226.228.189,/,1862162275,44.214.75.189,7,False,,text/html,,,awselb/2.0,,,,
cfff0f0c-cfdc-4.sandbox.topechelon.com,,404,,cfff0f0c-cfdc-4.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cfff0f0c-cfdc-4.sandbox.topechelon.com,80,http://cfff0f0c-cfdc-4.sandbox.topechelon.com:80,http,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,https://cfff0f0c-cfdc-4.sandbox.topechelon.com/,
cgsh.sandbox.topechelon.com,,404,,cgsh.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cgsh.sandbox.topechelon.com,443,https://cgsh.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
cl1axftp.sandbox.topechelon.com,,404,,cl1axftp.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cl1axftp.sandbox.topechelon.com,443,https://cl1axftp.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
clients-mapi.sandbox.topechelon.com,,404,,clients-mapi.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,clients-mapi.sandbox.topechelon.com,443,https://clients-mapi.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
cluster-d338a145-ab8c-4.sandbox.topechelon.com,,404,,cluster-d338a145-ab8c-4.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cluster-d338a145-ab8c-4.sandbox.topechelon.com,443,https://cluster-d338a145-ab8c-4.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
cmlptdatamspatlshr01.sandbox.topechelon.com,,404,,cmlptdatamspatlshr01.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cmlptdatamspatlshr01.sandbox.topechelon.com,80,http://cmlptdatamspatlshr01.sandbox.topechelon.com:80,http,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,https://cmlptdatamspatlshr01.sandbox.topechelon.com/,
co3.sandbox.topechelon.com,,404,,co3.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,co3.sandbox.topechelon.com,443,https://co3.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
coinbase3py.sandbox.topechelon.com,,404,,coinbase3py.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,coinbase3py.sandbox.topechelon.com,443,https://coinbase3py.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
confluence-chat-gateway190-prod.sandbox.topechelon.com,,404,,confluence-chat-gateway190-prod.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,confluence-chat-gateway190-prod.sandbox.topechelon.com,443,https://confluence-chat-gateway190-prod.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
connect.topechelon.com,Top Echelon Connect,200,57884,connect.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T05:06:36Z,2023-09-06T05:06:35Z,CN=topechelon.com,topechelon.com,*.topechelon.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,bb70855b2df262a31f81eddef610e8f0,0c233eec8d218953bdcdba8edda1c122416f6feb098ca4f26de57dfbae7a89a5,True,ctls,connect.topechelon.com,443,https://connect.topechelon.com:443,https,GET,104.21.21.234,/,-1451662241,2606:4700:3036::6815:15ea,845,False,cloudflare,text/html,WordPress:6.2.2,True,cloudflare,,,,
connex.sandbox.topechelon.com,,404,,connex.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,connex.sandbox.topechelon.com,80,http://connex.sandbox.topechelon.com:80,http,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,https://connex.sandbox.topechelon.com/,
conventions.topechelon.com,Top Echelon Connect,200,57884,connect.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T05:06:36Z,2023-09-06T05:06:35Z,CN=topechelon.com,topechelon.com,*.topechelon.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,bb70855b2df262a31f81eddef610e8f0,0c233eec8d218953bdcdba8edda1c122416f6feb098ca4f26de57dfbae7a89a5,True,ctls,connect.topechelon.com,443,https://conventions.topechelon.com:443,https,GET,35.169.44.47,/,-1451662241,18.232.222.46,845,False,,text/html,WordPress:6.2.2,,cloudflare,,,https://connect.topechelon.com/,
cos36.sandbox.topechelon.com,,404,,cos36.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cos36.sandbox.topechelon.com,443,https://cos36.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
cp-auth-antiviruspre.sandbox.topechelon.com,,404,,cp-auth-antiviruspre.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cp-auth-antiviruspre.sandbox.topechelon.com,443,https://cp-auth-antiviruspre.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
cs-jobs.sandbox.topechelon.com,,404,,cs-jobs.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,cs-jobs.sandbox.topechelon.com,80,http://cs-jobs.sandbox.topechelon.com:80,http,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,https://cs-jobs.sandbox.topechelon.com/,
csorptcms.sandbox.topechelon.com,,404,,csorptcms.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,csorptcms.sandbox.topechelon.com,443,https://csorptcms.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
css1.sandbox.topechelon.com,,404,,css1.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,css1.sandbox.topechelon.com,443,https://css1.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
ctr2pf-p10-buy.sandbox.topechelon.com,,404,,ctr2pf-p10-buy.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ctr2pf-p10-buy.sandbox.topechelon.com,443,https://ctr2pf-p10-buy.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
da-twd-4.sandbox.topechelon.com,,404,,da-twd-4.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,da-twd-4.sandbox.topechelon.com,80,http://da-twd-4.sandbox.topechelon.com:80,http,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,https://da-twd-4.sandbox.topechelon.com/,
daihatsu-blazer-2.sandbox.topechelon.com,,404,,daihatsu-blazer-2.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,daihatsu-blazer-2.sandbox.topechelon.com,443,https://daihatsu-blazer-2.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
dal04.sandbox.topechelon.com,,404,,dal04.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dal04.sandbox.topechelon.com,443,https://dal04.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
db87.sandbox.topechelon.com,,404,,db87.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,db87.sandbox.topechelon.com,443,https://db87.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
dbmsassetscustomers-mobile.sandbox.topechelon.com,,404,,dbmsassetscustomers-mobile.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dbmsassetscustomers-mobile.sandbox.topechelon.com,443,https://dbmsassetscustomers-mobile.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
dbmsscott1.sandbox.topechelon.com,,404,,dbmsscott1.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dbmsscott1.sandbox.topechelon.com,443,https://dbmsscott1.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
dcae-pstg.sandbox.topechelon.com,,404,,dcae-pstg.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dcae-pstg.sandbox.topechelon.com,443,https://dcae-pstg.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
default-acc.sandbox.topechelon.com,,404,,default-acc.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,default-acc.sandbox.topechelon.com,443,https://default-acc.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
deibp9eh1--blueice3n0.sandbox.topechelon.com,,404,,deibp9eh1--blueice3n0.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,deibp9eh1--blueice3n0.sandbox.topechelon.com,443,https://deibp9eh1--blueice3n0.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
demo-antivirus.sandbox.topechelon.com,,404,,demo-antivirus.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,demo-antivirus.sandbox.topechelon.com,443,https://demo-antivirus.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
dep-construction.sandbox.topechelon.com,,404,,dep-construction.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dep-construction.sandbox.topechelon.com,443,https://dep-construction.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
derek.sandbox.topechelon.com,,404,,derek.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,derek.sandbox.topechelon.com,443,https://derek.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
destiny02.sandbox.topechelon.com,,404,,destiny02.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,destiny02.sandbox.topechelon.com,443,https://destiny02.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
dev-jenkins-statusportalstatus-db2-corp.sandbox.topechelon.com,,404,,dev-jenkins-statusportalstatus-db2-corp.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dev-jenkins-statusportalstatus-db2-corp.sandbox.topechelon.com,80,http://dev-jenkins-statusportalstatus-db2-corp.sandbox.topechelon.com:80,http,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,https://dev-jenkins-statusportalstatus-db2-corp.sandbox.topechelon.com/,
dev-xfnt1.sandbox.topechelon.com,,404,,dev-xfnt1.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dev-xfnt1.sandbox.topechelon.com,443,https://dev-xfnt1.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
develuploadspanel.sandbox.topechelon.com,,404,,develuploadspanel.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,develuploadspanel.sandbox.topechelon.com,443,https://develuploadspanel.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
devopsifying-dev.sandbox.topechelon.com,,404,,devopsifying-dev.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,devopsifying-dev.sandbox.topechelon.com,443,https://devopsifying-dev.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
dex.topechelon.com,403 Forbidden,403,118,dex.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-14T23:59:59Z,CN=*.topechelon.com,*.topechelon.com,topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,715faa3c164a4e63ba73d66897131d40,a3328e196daf8f1948d16340003b2158943bc7b6a64928e6f287ec26ce0dec96,True,ctls,dex.topechelon.com,443,https://dex.topechelon.com:443,https,GET,52.20.153.57,/,1344368402,3.213.50.2,7,False,,text/html,,,awselb/2.0,,,,
dfinv-eu-es-proxy.sandbox.topechelon.com,,404,,dfinv-eu-es-proxy.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dfinv-eu-es-proxy.sandbox.topechelon.com,443,https://dfinv-eu-es-proxy.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
dniuserportal.sandbox.topechelon.com,,404,,dniuserportal.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,dniuserportal.sandbox.topechelon.com,443,https://dniuserportal.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
