new,host,ttl,a,cname,soa,status_code,ns,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips,aaaa
,auth-gcpeng-myaws.viatordandomainsma.uberinternal.com,60.0,,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,auth-lite.uberinternal.com,900.0,69.48.218.2,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1659494753, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,auth-sandbox.uber.com,688.0,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,True,google,,,
,auth-staging-dns.uber.com,900.0,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,mx.sendgrid.net,,,,,,,
,auth-staging.uber.com,60.0,,cn-ecg.cfe.uber.com,"{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,True,google,,,
,auth-staging.uberinternal.com,900.0,69.48.218.2,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,auth-test.uber.com,900.0,,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1641429142, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,mx.sendgrid.net,,,,,,,
,auth-test.uberinternal.com,900.0,69.48.218.2,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,auth-test2.uber.com,900.0,,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,mx.sendgrid.net,,,,,,,
,auth-test2.uberinternal.com,60.0,69.48.218.2,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,auth-test3.uber.com,900.0,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1641429142, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",mx.sendgrid.net,,,True,google,,,
,auth.uber.com,681.0,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1641429142, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,mx.sendgrid.net,,,True,google,,,
,auth.uberinternal.com,900.0,69.48.218.1,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,auth3-staging.uber.com,60.0,69.48.216.12,cn-ecg.cfe.uber.com,"{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,mx.sendgrid.net,,,True,google,,,
,auth3.uber.com,900.0,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,mx.sendgrid.net,,,True,google,,,
,authn-bar.uberinternal.com,60.0,69.48.218.1,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,authn-foo.uber.com,900.0,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,mx.sendgrid.net,,,True,google,,,
,authn-foo.uberinternal.com,60.0,69.48.218.1,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,authn-test.uberinternal.com,42.0,69.48.218.1,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,,,,
,auto-ops.uberinternal.com,900.0,,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,autopsy.uberinternal.com,900.0,69.48.218.1,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,autor.uber.com,900.0,69.48.216.12,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com","{'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'cfe.uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2018103896, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",mx.sendgrid.net,,,True,google,,,
,autotune.uberinternal.com,900.0,69.48.218.2,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,av-log-viewer-dev.uberinternal.com,60.0,,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1659494753, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,,,,
,av-log-viewer-staging.uberinternal.com,60.0,69.48.218.1,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,av-log-viewer.uberinternal.com,60.0,69.48.218.2,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,,,,
,av-maps-flow.uberinternal.com,900.0,,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,avengers-staging.uberinternal.com,900.0,,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
,avengers.uberinternal.com,900.0,69.48.218.1,"frontends-cloudflare.uber.com, cloudflare.uber.com","{'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}, {'name': 'uber.com', 'ns': 'edns126.ultradns.com', 'mailbox': 'serviceproviders.uber.com', 'serial': 2019077984, 'refresh': 3600, 'retry': 180, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,,
